,creation_time,clozed_text,question,answer,title,url,paragraph
330,Wed Jun 16 03:13:52 2021,What are different copies of the same gene called?<br>{{c1::alleles}},What are different copies of the same gene called?,alleles,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Mendel's laws are named for the 19th century Austrian monk Gregor Mendel who determined the patterns of inheritance through his plant breeding experiments\, working especially with peas. Mendel's first law\, or the law of segregation\, states that each organism has a pair of genes; that it inherits one from each parent\, and that the organism will pass down only one of these genes to its own offspring. These different copies of the same gene are called alleles. Mendel's second law\, the law of independent assortment\, states that different traits will be inherited independently by the offspring."
331,Wed Jun 16 03:13:52 2021,What is Mendel's second law?<br>{{c1::the law of independent assortment}},What is Mendel's second law?,the law of independent assortment,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Mendel's laws are named for the 19th century Austrian monk Gregor Mendel who determined the patterns of inheritance through his plant breeding experiments\, working especially with peas. Mendel's first law\, or the law of segregation\, states that each organism has a pair of genes; that it inherits one from each parent\, and that the organism will pass down only one of these genes to its own offspring. These different copies of the same gene are called alleles. Mendel's second law\, the law of independent assortment\, states that different traits will be inherited independently by the offspring."
332,Wed Jun 16 03:13:56 2021,What does the increase of a linguistic construct result in?<br>{{c1::a decrease of its constituents}},What does the increase of a linguistic construct result in?,a decrease of its constituents,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Menzerath's law\, or Menzerath–Altmann law (named after Paul Menzerath and Gabriel Altmann)\, is a linguistic law according to which the increase of a linguistic construct results in a decrease of its constituents\, and vice versa."
333,Wed Jun 16 03:14:02 2021,How does the value of a system grow?<br>{{c1::the square of the number of users of the system}},How does the value of a system grow?,the square of the number of users of the system,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Metcalfe's law\, in communications and network theory: the value of a system grows as approximately the square of the number of users of the system. Framed by Robert Metcalfe in the context of ethernet."
334,Wed Jun 16 03:14:02 2021,In what context was Metcalfe's law framed?<br>{{c1::ethernet}},In what context was Metcalfe's law framed?,ethernet,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Metcalfe's law\, in communications and network theory: the value of a system grows as approximately the square of the number of users of the system. Framed by Robert Metcalfe in the context of ethernet."
335,Wed Jun 16 03:14:09 2021,"What is the meaning of Miller's law in communication?<br>{{c1::""To understand what another person is saying, you must assume that it is true and try to imagine what it could be true of.""}}",What is the meaning of Miller's law in communication?,"""To understand what another person is saying, you must assume that it is true and try to imagine what it could be true of.""",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Miller's law\, in communication: ""To understand what another person is saying\, you must assume that it is true and try to imagine what it could be true of."" Named after George Armitage Miller."
336,Wed Jun 16 03:14:09 2021,Who was Miller's law named after?<br>{{c1::George Armitage Miller}},Who was Miller's law named after?,George Armitage Miller,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Miller's law\, in communication: ""To understand what another person is saying\, you must assume that it is true and try to imagine what it could be true of."" Named after George Armitage Miller."
337,Wed Jun 16 03:14:12 2021,In what field is Miller's rule found?<br>{{c1::optics}},In what field is Miller's rule found?,optics,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Miller's rule\, in optics\, is an empirical rule which gives an estimate of the order of magnitude of the nonlinear coefficient."
338,Wed Jun 16 03:14:20 2021,What law states that information retrieval systems tend not to be used when it is more painful and troublesome for a customer to have information than for him<br>{{c1::Mooers's law}},What law states that information retrieval systems tend not to be used when it is more painful and troublesome for a customer to have information than for him,Mooers's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Mooers's law: ""An information retrieval system will tend not to be used whenever it is more painful and troublesome for a customer to have information than for him not to have it."" An empirical observation made by American computer scientist Calvin Mooers in 1959."
339,Wed Jun 16 03:14:20 2021,Who made the observation that information retrieval systems tend not to be used when it is more painful and troublesome for a customer to have information than for<br>{{c1::Calvin Mooers}},Who made the observation that information retrieval systems tend not to be used when it is more painful and troublesome for a customer to have information than for,Calvin Mooers,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Mooers's law: ""An information retrieval system will tend not to be used whenever it is more painful and troublesome for a customer to have information than for him not to have it."" An empirical observation made by American computer scientist Calvin Mooers in 1959."
340,Wed Jun 16 03:14:28 2021,What does Moore's law say doubles every 24 months?<br>{{c1::the complexity of integrated circuits}},What does Moore's law say doubles every 24 months?,the complexity of integrated circuits,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Moore's law is an empirical observation stating that the complexity of integrated circuits doubles every 24 months. Outlined in 1965 by Gordon Moore\, co-founder of Intel Corporation."
341,Wed Jun 16 03:14:28 2021,When was Moore's law formulated?<br>{{c1::1965}},When was Moore's law formulated?,1965,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Moore's law is an empirical observation stating that the complexity of integrated circuits doubles every 24 months. Outlined in 1965 by Gordon Moore\, co-founder of Intel Corporation."
342,Wed Jun 16 03:14:28 2021,Who was the co-founder of Intel Corporation?<br>{{c1::Gordon Moore}},Who was the co-founder of Intel Corporation?,Gordon Moore,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Moore's law is an empirical observation stating that the complexity of integrated circuits doubles every 24 months. Outlined in 1965 by Gordon Moore\, co-founder of Intel Corporation."
343,Wed Jun 16 03:14:37 2021,"What is a misspelling of ""Murphy's law""?<br>{{c1::Muphry's law}}","What is a misspelling of ""Murphy's law""?",Muphry's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Muphry's law: ""If you write anything criticizing editing or proofreading\, there will be a fault of some kind in what you have written."" The name is a deliberate misspelling of ""Murphy's law""."
344,Wed Jun 16 03:14:37 2021,"What is the name of Muphry's law?<br>{{c1::a deliberate misspelling of ""Murphy's law""}}",What is the name of Muphry's law?,"a deliberate misspelling of ""Murphy's law""",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Muphry's law: ""If you write anything criticizing editing or proofreading\, there will be a fault of some kind in what you have written."" The name is a deliberate misspelling of ""Murphy's law""."
345,Wed Jun 16 03:14:44 2021,What does Murray's law predict in transport networks?<br>{{c1::thickness of branches}},What does Murray's law predict in transport networks?,thickness of branches,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Murray's law predicts the thickness of branches in transport networks\, such that the cost for transport and maintenance of the transport medium is minimized. Named after Cecil D. Murray."
346,Wed Jun 16 03:14:44 2021,Who is Murray's law named after?<br>{{c1::Cecil D. Murray}},Who is Murray's law named after?,Cecil D. Murray,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Murray's law predicts the thickness of branches in transport networks\, such that the cost for transport and maintenance of the transport medium is minimized. Named after Cecil D. Murray."
347,Wed Jun 16 03:14:52 2021,What is the name of the law that states that anything that can go wrong will go wrong?<br>{{c1::Murphy's law}},What is the name of the law that states that anything that can go wrong will go wrong?,Murphy's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Murphy's law: ""Anything that can go wrong will go wrong."" Ascribed to Edward A. Murphy\, Jr."
348,Wed Jun 16 03:14:52 2021,"Who is Murphy's law attributed to?<br>{{c1::Edward A. Murphy, Jr.}}",Who is Murphy's law attributed to?,"Edward A. Murphy, Jr.",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Murphy's law: ""Anything that can go wrong will go wrong."" Ascribed to Edward A. Murphy\, Jr."
349,Wed Jun 16 03:14:56 2021,Naismith's rule helps in the planning of what types of expeditions?<br>{{c1::walking or hiking}},Naismith's rule helps in the planning of what types of expeditions?,walking or hiking,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Naismith's rule is a rule of thumb that helps in the planning of a walking or hiking expedition by calculating how long it will take to walk the route\, including ascents."
350,Wed Jun 16 03:15:03 2021,In what discipline are the Navier-Stokes equations used?<br>{{c1::physics}},In what discipline are the Navier-Stokes equations used?,physics,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Navier–Stokes equations: In physics\, these equations describe the motion of viscous fluid substances. Named after Claude-Louis Navier and George Gabriel Stokes."
351,Wed Jun 16 03:15:03 2021,Who are the Navier-Stokes equations named after?<br>{{c1::Claude-Louis Navier and George Gabriel Stokes}},Who are the Navier-Stokes equations named after?,Claude-Louis Navier and George Gabriel Stokes,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Navier–Stokes equations: In physics\, these equations describe the motion of viscous fluid substances. Named after Claude-Louis Navier and George Gabriel Stokes."
352,Wed Jun 16 03:15:15 2021,What is optional in Neuhaus's law?<br>{{c1::orthodoxy}},What is optional in Neuhaus's law?,orthodoxy,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Neuhaus's law: Where orthodoxy is optional\, orthodoxy will sooner or later be proscribed. This ""law"" had been expressed earlier. For example\, Charles Porterfield Krauth wrote in his The Conservative Reformation: ""Truth started with tolerating; it comes to be merely tolerated\, and that only for a time. Error claims a preference for its judgments on all disputed points."""
353,Wed Jun 16 03:15:15 2021,When was Neuhaus's law expressed?<br>{{c1::earlier}},When was Neuhaus's law expressed?,earlier,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Neuhaus's law: Where orthodoxy is optional\, orthodoxy will sooner or later be proscribed. This ""law"" had been expressed earlier. For example\, Charles Porterfield Krauth wrote in his The Conservative Reformation: ""Truth started with tolerating; it comes to be merely tolerated\, and that only for a time. Error claims a preference for its judgments on all disputed points."""
354,Wed Jun 16 03:15:15 2021,Who wrote The Conservative Reformation?<br>{{c1::Charles Porterfield Krauth}},Who wrote The Conservative Reformation?,Charles Porterfield Krauth,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Neuhaus's law: Where orthodoxy is optional\, orthodoxy will sooner or later be proscribed. This ""law"" had been expressed earlier. For example\, Charles Porterfield Krauth wrote in his The Conservative Reformation: ""Truth started with tolerating; it comes to be merely tolerated\, and that only for a time. Error claims a preference for its judgments on all disputed points."""
355,Wed Jun 16 03:15:15 2021,What law claims a preference for its judgments on all disputed points?<br>{{c1::Error}},What law claims a preference for its judgments on all disputed points?,Error,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Neuhaus's law: Where orthodoxy is optional\, orthodoxy will sooner or later be proscribed. This ""law"" had been expressed earlier. For example\, Charles Porterfield Krauth wrote in his The Conservative Reformation: ""Truth started with tolerating; it comes to be merely tolerated\, and that only for a time. Error claims a preference for its judgments on all disputed points."""
356,Wed Jun 16 03:15:18 2021,What is Newton's laser sword also known as?<br>{{c1::Alder's razor}},What is Newton's laser sword also known as?,Alder's razor,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Newton's flaming laser sword\, also known as Alder's razor: What cannot be settled by experiment is not worth debating."
357,Wed Jun 16 03:15:21 2021,What is the rate of cooling of a body due to convection proportional to?<br>{{c1::the difference between the body temperature and the ambient temperature}},What is the rate of cooling of a body due to convection proportional to?,the difference between the body temperature and the ambient temperature,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Newton's law of cooling: The rate of cooling (or heating) of a body due to convection is proportional to the difference between the body temperature and the ambient temperature.
358,Wed Jun 16 03:15:33 2021,What are three scientific laws concerning the behaviour of moving bodies?<br>{{c1::Newton's laws of motion}},What are three scientific laws concerning the behaviour of moving bodies?,Newton's laws of motion,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Newton's laws of motion\, in physics\, are three scientific laws concerning the behaviour of moving bodies\, which are fundamental to classical mechanics (and since Einstein\, which are valid only within inertial reference frames). Discovered and stated by Isaac Newton (1643–1727)\, they can be formulated\, in modern terms\, as follows:<br>First law: A body remains at rest\, or keeps moving in a straight line (at a constant velocity)\, unless acted upon by a net outside force.<br>Second law: The acceleration of an object of constant mass is proportional to the net force acting upon it.<br>Third law: Whenever one body exerts a force upon a second body\, the second body exerts an equal and opposite force upon the first body."
359,Wed Jun 16 03:15:33 2021,Who discovered Newton's laws of motion?<br>{{c1::Isaac Newton}},Who discovered Newton's laws of motion?,Isaac Newton,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Newton's laws of motion\, in physics\, are three scientific laws concerning the behaviour of moving bodies\, which are fundamental to classical mechanics (and since Einstein\, which are valid only within inertial reference frames). Discovered and stated by Isaac Newton (1643–1727)\, they can be formulated\, in modern terms\, as follows:<br>First law: A body remains at rest\, or keeps moving in a straight line (at a constant velocity)\, unless acted upon by a net outside force.<br>Second law: The acceleration of an object of constant mass is proportional to the net force acting upon it.<br>Third law: Whenever one body exerts a force upon a second body\, the second body exerts an equal and opposite force upon the first body."
360,Wed Jun 16 03:15:33 2021,What is proportional to the net force acting upon it?<br>{{c1::acceleration of an object of constant mass}},What is proportional to the net force acting upon it?,acceleration of an object of constant mass,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Newton's laws of motion\, in physics\, are three scientific laws concerning the behaviour of moving bodies\, which are fundamental to classical mechanics (and since Einstein\, which are valid only within inertial reference frames). Discovered and stated by Isaac Newton (1643–1727)\, they can be formulated\, in modern terms\, as follows:<br>First law: A body remains at rest\, or keeps moving in a straight line (at a constant velocity)\, unless acted upon by a net outside force.<br>Second law: The acceleration of an object of constant mass is proportional to the net force acting upon it.<br>Third law: Whenever one body exerts a force upon a second body\, the second body exerts an equal and opposite force upon the first body."
361,Wed Jun 16 03:15:33 2021,"What is the third law?<br>{{c1::Whenever one body exerts a force upon a second body, the second body exerts an equal and opposite force upon the first body}}",What is the third law?,"Whenever one body exerts a force upon a second body, the second body exerts an equal and opposite force upon the first body",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Newton's laws of motion\, in physics\, are three scientific laws concerning the behaviour of moving bodies\, which are fundamental to classical mechanics (and since Einstein\, which are valid only within inertial reference frames). Discovered and stated by Isaac Newton (1643–1727)\, they can be formulated\, in modern terms\, as follows:<br>First law: A body remains at rest\, or keeps moving in a straight line (at a constant velocity)\, unless acted upon by a net outside force.<br>Second law: The acceleration of an object of constant mass is proportional to the net force acting upon it.<br>Third law: Whenever one body exerts a force upon a second body\, the second body exerts an equal and opposite force upon the first body."
362,Wed Jun 16 03:15:36 2021,What does a body need to act upon to remain at rest?<br>{{c1::a net outside force}},What does a body need to act upon to remain at rest?,a net outside force,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"First law: A body remains at rest\, or keeps moving in a straight line (at a constant velocity)\, unless acted upon by a net outside force."
363,Wed Jun 16 03:15:40 2021,What is the acceleration of an object of constant mass proportional to?<br>{{c1::the net force acting upon it}},What is the acceleration of an object of constant mass proportional to?,the net force acting upon it,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Second law: The acceleration of an object of constant mass is proportional to the net force acting upon it.
364,Wed Jun 16 03:15:44 2021,"What law states that when one body exerts a force upon a second body, the second body exerts an equal and opposite force upon the first<br>{{c1::Third law}}","What law states that when one body exerts a force upon a second body, the second body exerts an equal and opposite force upon the first",Third law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Third law: Whenever one body exerts a force upon a second body\, the second body exerts an equal and opposite force upon the first body."
365,Wed Jun 16 03:15:49 2021,How much does Nielsen's law say a high-end user's internet speed grows by per year?<br>{{c1::50%}},How much does Nielsen's law say a high-end user's internet speed grows by per year?,50%,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Nielsen's law: A high-end user's internet connection speed grows by 50% per year.
366,Wed Jun 16 03:15:53 2021,"What is the name of the aphorism that says ""If the universe of discourse permits the possibility of time travel and changing the past, then no<br>{{c1::Niven's laws}}","What is the name of the aphorism that says ""If the universe of discourse permits the possibility of time travel and changing the past, then no",Niven's laws,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Niven's laws: several aphorisms\, including ""If the universe of discourse permits the possibility of time travel and of changing the past\, then no time machine will be invented in that universe."""
367,Wed Jun 16 03:16:05 2021,What is an example of an explanation that should never multiply causes without necessity?<br>{{c1::Occam's razor}},What is an example of an explanation that should never multiply causes without necessity?,Occam's razor,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Occam's razor: explanations should never multiply causes without necessity. (""Entia non sunt multiplicanda praeter necessitatem."") When two or more explanations are offered for a phenomenon\, the simplest full explanation is preferable. Named after William of Ockham (c. 1285–1349)."
368,Wed Jun 16 03:16:05 2021,What does Occam's razor say that explanations should never multiply causes without necessity?<br>{{c1::Entia non sunt multiplicanda praeter necessitatem}},What does Occam's razor say that explanations should never multiply causes without necessity?,Entia non sunt multiplicanda praeter necessitatem,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Occam's razor: explanations should never multiply causes without necessity. (""Entia non sunt multiplicanda praeter necessitatem."") When two or more explanations are offered for a phenomenon\, the simplest full explanation is preferable. Named after William of Ockham (c. 1285–1349)."
369,Wed Jun 16 03:16:05 2021,What type of explanation is preferred when two or more explanations are offered for a phenomenon?<br>{{c1::simplest}},What type of explanation is preferred when two or more explanations are offered for a phenomenon?,simplest,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Occam's razor: explanations should never multiply causes without necessity. (""Entia non sunt multiplicanda praeter necessitatem."") When two or more explanations are offered for a phenomenon\, the simplest full explanation is preferable. Named after William of Ockham (c. 1285–1349)."
370,Wed Jun 16 03:16:05 2021,Who was Occam's razor named after?<br>{{c1::William of Ockham}},Who was Occam's razor named after?,William of Ockham,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Occam's razor: explanations should never multiply causes without necessity. (""Entia non sunt multiplicanda praeter necessitatem."") When two or more explanations are offered for a phenomenon\, the simplest full explanation is preferable. Named after William of Ockham (c. 1285–1349)."
371,Wed Jun 16 03:16:15 2021,What rule states that elements with an even atomic number are more common than those with an odd atomic number?<br>{{c1::Oddo–Harkins}},What rule states that elements with an even atomic number are more common than those with an odd atomic number?,Oddo–Harkins,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Oddo–Harkins rule: elements with an even atomic number are more common than those with odd atomic number. Named after Giuseppe Oddo and William Draper Harkins.
372,Wed Jun 16 03:16:15 2021,Named after Giuseppe Oddo and who else?<br>{{c1::William Draper Harkins}},Named after Giuseppe Oddo and who else?,William Draper Harkins,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Oddo–Harkins rule: elements with an even atomic number are more common than those with odd atomic number. Named after Giuseppe Oddo and William Draper Harkins.
373,Wed Jun 16 03:16:15 2021,Who is the rule named after?<br>{{c1::Giuseppe Oddo}},Who is the rule named after?,Giuseppe Oddo,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Oddo–Harkins rule: elements with an even atomic number are more common than those with odd atomic number. Named after Giuseppe Oddo and William Draper Harkins.
374,Wed Jun 16 03:16:21 2021,What is another term for Ohm's law?<br>{{c1::voltage drop}},What is another term for Ohm's law?,voltage drop,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Ohm's law\, in physics: the ratio of the potential difference (or voltage drop) between the ends of a conductor (and resistor) to the current flowing through it is a constant. Discovered by and named after Georg Simon Ohm (1789–1854)."
375,Wed Jun 16 03:16:21 2021,Who was Ohm's law named after?<br>{{c1::Georg Simon Ohm}},Who was Ohm's law named after?,Georg Simon Ohm,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Ohm's law\, in physics: the ratio of the potential difference (or voltage drop) between the ends of a conductor (and resistor) to the current flowing through it is a constant. Discovered by and named after Georg Simon Ohm (1789–1854)."
376,Wed Jun 16 03:16:25 2021,Who is Ohm's acoustic law named for?<br>{{c1::Georg Simon Ohm}},Who is Ohm's acoustic law named for?,Georg Simon Ohm,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Ohm's acoustic law is an empirical approximation concerning the perception of musical tones\, named for Georg Simon Ohm."
377,Wed Jun 16 03:16:32 2021,Whose law is Okrent's take on the argument to moderation?<br>{{c1::Daniel Okrent}},Whose law is Okrent's take on the argument to moderation?,Daniel Okrent,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Okrent's law is Daniel Okrent's take on the argument to moderation.
378,Wed Jun 16 03:16:32 2021,What does Okrent's law argue for?<br>{{c1::moderation}},What does Okrent's law argue for?,moderation,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Okrent's law is Daniel Okrent's take on the argument to moderation.
379,Wed Jun 16 03:16:39 2021,What is Okun's law?<br>{{c1::2%}},What is Okun's law?,2%,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Okun's law\, in economics: when unemployment increases by 1%\, the annual GDP decreases by 2%."
380,Wed Jun 16 03:16:39 2021,What is Okun's law?<br>{{c1::1%}},What is Okun's law?,1%,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Okun's law\, in economics: when unemployment increases by 1%\, the annual GDP decreases by 2%."
381,Wed Jun 16 03:16:47 2021,Who is the author of Orgel's axioms?<br>{{c1::Leslie Orgel}},Who is the author of Orgel's axioms?,Leslie Orgel,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Orgel's rules\, in evolutionary biology\, are a set of axioms attributed to the evolutionary biologist Leslie Orgel:<br>First rule: ""Whenever a spontaneous process is too slow or too inefficient a protein will evolve to speed it up or make it more efficient.""<br>Second rule: ""Evolution is cleverer than you are."""
382,Wed Jun 16 03:16:47 2021,What is Leslie Orgel's second rule?<br>{{c1::Evolution}},What is Leslie Orgel's second rule?,Evolution,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Orgel's rules\, in evolutionary biology\, are a set of axioms attributed to the evolutionary biologist Leslie Orgel:<br>First rule: ""Whenever a spontaneous process is too slow or too inefficient a protein will evolve to speed it up or make it more efficient.""<br>Second rule: ""Evolution is cleverer than you are."""
383,Wed Jun 16 03:16:51 2021,When will a protein evolve to speed it up or make it more efficient?<br>{{c1::Whenever a spontaneous process is too slow or too inefficient}},When will a protein evolve to speed it up or make it more efficient?,Whenever a spontaneous process is too slow or too inefficient,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"First rule: ""Whenever a spontaneous process is too slow or too inefficient a protein will evolve to speed it up or make it more efficient."""
384,Wed Jun 16 03:16:54 2021,What is the second rule?<br>{{c1::Evolution}},What is the second rule?,Evolution,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Second rule: ""Evolution is cleverer than you are."""
385,Wed Jun 16 03:16:58 2021,What is the name of the law that describes how resource arrangements can be represented in practice?<br>{{c1::Ostrom's law}},What is the name of the law that describes how resource arrangements can be represented in practice?,Ostrom's law,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Ostrom's law\, in economics and property law: resource arrangements in practice can be represented in theory\, such as arrangements of the commons or shared property."
386,Wed Jun 16 03:17:03 2021,"Who was the first politician to write a law that said, ""All organizations that are not actually right-wing will over time become left-wing?""<br>{{c1::O'Sullivan}}","Who was the first politician to write a law that said, ""All organizations that are not actually right-wing will over time become left-wing?""",O'Sullivan,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"O'Sullivan's first law\, in politics: ""All organizations that are not actually right-wing will over time become left-wing."""
387,Wed Jun 16 03:17:06 2021,What is one of the most crucial steps in mental growth based on?<br>{{c1::acquiring new administrative ways to use what one already knows}},What is one of the most crucial steps in mental growth based on?,acquiring new administrative ways to use what one already knows,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Papert's principle: ""Some of the most crucial steps in mental growth are based not simply on acquiring new skills\, but on acquiring new administrative ways to use what one already knows."""
388,Wed Jun 16 03:17:12 2021,80% of consequences stem from what percentage of the causes?<br>{{c1::20%}},80% of consequences stem from what percentage of the causes?,20%,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Pareto principle: for many phenomena 80% of consequences stem from 20% of the causes. Named after Italian economist Vilfredo Pareto\, but framed by management thinker Joseph M. Juran."
389,Wed Jun 16 03:17:12 2021,Who was the Pareto principle named after?<br>{{c1::Vilfredo Pareto}},Who was the Pareto principle named after?,Vilfredo Pareto,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Pareto principle: for many phenomena 80% of consequences stem from 20% of the causes. Named after Italian economist Vilfredo Pareto\, but framed by management thinker Joseph M. Juran."
390,Wed Jun 16 03:17:17 2021,"What is the corollary of Parkinson's law?<br>{{c1::""Expenditure rises to meet income.""}}",What is the corollary of Parkinson's law?,"""Expenditure rises to meet income.""",List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Parkinson's law: ""Work expands to fill the time available for its completion."" Corollary: ""Expenditure rises to meet income."" Coined by C. Northcote Parkinson (1909–1993)."
391,Wed Jun 16 03:17:17 2021,Who coined Parkinson's law?<br>{{c1::C. Northcote Parkinson}},Who coined Parkinson's law?,C. Northcote Parkinson,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Parkinson's law: ""Work expands to fill the time available for its completion."" Corollary: ""Expenditure rises to meet income."" Coined by C. Northcote Parkinson (1909–1993)."
392,Wed Jun 16 03:17:24 2021,What is Parkinson's law of triviality?<br>{{c1::the sum of money involved}},What is Parkinson's law of triviality?,the sum of money involved,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Parkinson's law of triviality: ""The time spent on any agenda item will be in inverse proportion to the sum of money involved."" Also due to C. Northcote Parkinson."
393,Wed Jun 16 03:17:24 2021,Who is responsible for Parkinson's law of triviality?<br>{{c1::C. Northcote Parkinson}},Who is responsible for Parkinson's law of triviality?,C. Northcote Parkinson,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Parkinson's law of triviality: ""The time spent on any agenda item will be in inverse proportion to the sum of money involved."" Also due to C. Northcote Parkinson."
394,Wed Jun 16 03:17:27 2021,What is the Peltzman effect?<br>{{c1::increased risk-taking}},What is the Peltzman effect?,increased risk-taking,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,Peltzman effect: Safety measures are offset by increased risk-taking.
395,Wed Jun 16 03:17:36 2021,"In a hierarchy, who tends to rise to his level of incompetence?<br>{{c1::every employee}}","In a hierarchy, who tends to rise to his level of incompetence?",every employee,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Peter principle: ""In a hierarchy\, every employee tends to rise to his level of incompetence."" Coined by Dr. Laurence J. Peter (1919–1990) in his book The Peter Principle. In his follow-up book\, The Peter Prescription\, he offered possible solutions to the problems his principle could cause."
396,Wed Jun 16 03:17:36 2021,Who coined the Peter Principle?<br>{{c1::Dr. Laurence J. Peter}},Who coined the Peter Principle?,Dr. Laurence J. Peter,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Peter principle: ""In a hierarchy\, every employee tends to rise to his level of incompetence."" Coined by Dr. Laurence J. Peter (1919–1990) in his book The Peter Principle. In his follow-up book\, The Peter Prescription\, he offered possible solutions to the problems his principle could cause."
397,Wed Jun 16 03:17:36 2021,What was the name of Peter's follow-up book?<br>{{c1::The Peter Prescription}},What was the name of Peter's follow-up book?,The Peter Prescription,List of eponymous laws,https://en.wikipedia.org/wiki/List_of_eponymous_laws,"Peter principle: ""In a hierarchy\, every employee tends to rise to his level of incompetence."" Coined by Dr. Laurence J. Peter (1919–1990) in his book The Peter Principle. In his follow-up book\, The Peter Prescription\, he offered possible solutions to the problems his principle could cause."
